Title,ISSN,BUS,HUM,LAW,MED,NSEG,SSDG
Transportation Research Part A: Policy and Practice,09658564,1,NA,NA,NA,1,1
Transportation Research Part B: Methodological,01912615,1,NA,NA,NA,1,NA
Transportation Research Part C: Emerging Technologies,0968090X,1,NA,NA,NA,1,NA
Transportation Research Part D: Transport and Environment,13619209,1,NA,NA,NA,1,1
Transportation Research Part E: Logistics and Transportation Review,13665545,1,NA,NA,NA,1,NA
Transportation Research Part F: Traffic Psychology and Behaviour,13698478,1,NA,NA,NA,1,NA
Transportation Research Procedia,23521465,1,NA,NA,NA,NA,1
Trauma Case Reports,23526440,NA,NA,NA,1,NA,NA
Travel Behaviour and Society,2214367X,1,NA,NA,NA,1,1
Travel Medicine and Infectious Disease,14778939,NA,NA,NA,1,1,NA
Trends in Anaesthesia and Critical Care,22108440,NA,NA,NA,1,NA,NA
Trends in Biochemical Sciences,09680004,NA,NA,NA,NA,1,NA
Trends in Biotechnology,01677799,NA,NA,NA,NA,1,NA
Trends in Cancer,24058033,NA,NA,NA,1,1,NA
Trends in Cardiovascular Medicine,10501738,NA,NA,NA,1,NA,NA
Trends in Cell Biology,09628924,NA,NA,NA,NA,1,NA
Trends in Chemistry,25895974,NA,NA,NA,NA,1,NA
Trends in Cognitive Sciences,13646613,NA,NA,NA,NA,1,1
Trends in Ecology & Evolution,01695347,NA,NA,NA,NA,1,1
Trends in Endocrinology & Metabolism,10432760,NA,NA,NA,1,1,NA
Trends in Environmental Analytical Chemistry,22141588,NA,NA,NA,NA,1,NA
Trends in Food Science & Technology,09242244,NA,NA,NA,NA,1,NA
Trends in Genetics,01689525,NA,NA,NA,NA,1,NA
Trends in Immunology,14714906,NA,NA,NA,1,NA,NA
Trends in Microbiology,0966842X,NA,NA,NA,1,1,NA
Trends in Molecular Medicine,14714914,NA,NA,NA,1,NA,NA
Trends in Neuroscience and Education,22119493,NA,NA,NA,1,NA,NA
Trends in Neurosciences,01662236,NA,NA,NA,1,NA,NA
Trends in Parasitology,14714922,NA,NA,NA,1,NA,NA
Trends in Pharmacological Sciences,01656147,NA,NA,NA,1,1,NA
Trends in Plant Science,13601385,NA,NA,NA,NA,1,NA
Tribology International,0301679X,NA,NA,NA,NA,1,NA
Tropical Cyclone Research and Review,22256032,NA,NA,NA,NA,1,NA
Tuberculosis,14729792,NA,NA,NA,1,1,NA
Tunnelling and Underground Space Technology,08867798,NA,NA,NA,NA,1,NA
Turkish Journal of Emergency Medicine,24522473,NA,NA,NA,1,NA,NA
Ultramicroscopy,03043991,NA,NA,NA,NA,1,NA
Ultrasonics,0041624X,NA,NA,NA,1,1,NA
Ultrasonics Sonochemistry,13504177,NA,NA,NA,NA,1,NA
Ultrasound in Medicine & Biology,03015629,NA,NA,NA,1,1,NA
Underground Space,24679674,NA,NA,NA,NA,1,NA
Urban Climate,22120955,NA,NA,NA,NA,1,1
Urban Forestry & Urban Greening,16188667,NA,NA,NA,NA,1,1
Urologic Clinics of North America,00940143,NA,NA,NA,1,NA,NA
Urologic Oncology: Seminars and Original Investigations,10781439,NA,NA,NA,1,NA,NA
Urology,00904295,NA,NA,NA,1,NA,NA
Urology Case Reports,22144420,NA,NA,NA,1,NA,NA
Urology Video Journal,25900897,NA,NA,NA,1,NA,NA
Utilities Policy,09571787,1,NA,1,NA,1,1
Vaccine,0264410X,NA,NA,NA,1,1,NA
Vaccine: X,25901362,NA,NA,NA,1,NA,NA
Vacunas,15769887,NA,NA,NA,1,NA,1
Vacunas (English Edition),24451460,NA,NA,NA,1,NA,NA
Vacuum,0042207X,NA,NA,NA,NA,1,NA
Value in Health,10983015,NA,NA,NA,1,NA,1
Value in Health Regional Issues,22121099,NA,NA,NA,1,NA,1
Vascular Pharmacology,15371891,NA,NA,NA,1,NA,NA
Vehicular Communications,22142096,1,NA,NA,NA,1,NA
Veterinary Anaesthesia and Analgesia,14672987,NA,NA,NA,1,1,NA
Veterinary and Animal Science,2451943X,NA,NA,NA,1,1,NA
Veterinary Clinics of North America: Equine Practice,07490739,NA,NA,NA,1,NA,NA
Veterinary Clinics of North America: Exotic Animal Practice,10949194,NA,NA,NA,1,NA,NA
Veterinary Clinics of North America: Food Animal Practice,07490720,NA,NA,NA,1,NA,NA
Veterinary Clinics of North America: Small Animal Practice,01955616,NA,NA,NA,1,NA,NA
Veterinary Immunology and Immunopathology,01652427,NA,NA,NA,1,1,NA
Veterinary Microbiology,03781135,NA,NA,NA,1,1,NA
Veterinary Parasitology,03044017,NA,NA,NA,1,1,NA
Veterinary Parasitology: Regional Studies and Reports,24059390,NA,NA,NA,1,NA,NA
Veterinary Parasitology: X,25901389,NA,NA,NA,1,NA,NA
Vibrational Spectroscopy,09242031,NA,NA,NA,NA,1,NA
VideoGIE,24684481,NA,NA,NA,1,NA,NA
Virology,00426822,NA,NA,NA,1,NA,NA
Virus Research,01681702,NA,NA,NA,1,NA,NA
Vision Research,00426989,NA,NA,NA,1,NA,NA
Visual Informatics,2468502X,NA,NA,NA,NA,1,NA
Visual Journal of Emergency Medicine,24054690,NA,NA,NA,1,NA,NA
Waste Management,0956053X,NA,NA,NA,NA,1,NA
Water Research,00431354,NA,NA,NA,NA,1,NA
Water Research X,25899147,NA,NA,NA,NA,1,NA
Water Resources and Economics,22124284,NA,NA,NA,NA,1,1
Water Resources and Industry,22123717,NA,NA,NA,NA,1,NA
Water Science and Engineering,16742370,NA,NA,NA,NA,1,NA
Water Security,24683124,NA,NA,NA,NA,1,1
Water-Energy Nexus,25889125,NA,NA,NA,NA,1,NA
Watershed Ecology and the Environment,25894714,NA,NA,NA,NA,1,NA
Wave Motion,01652125,NA,NA,NA,NA,1,NA
Wear,00431648,NA,NA,NA,NA,1,NA
Weather and Climate Extremes,22120947,NA,NA,NA,NA,1,1
Wilderness & Environmental Medicine,10806032,NA,NA,NA,1,NA,NA
Wine Economics and Policy,22129774,1,NA,NA,NA,1,1
Women and Birth,18715192,NA,NA,NA,1,NA,NA
Women's Health Issues,10493867,NA,NA,NA,1,NA,1
Women's Studies International Forum,02775395,NA,1,1,NA,1,1
World Allergy Organization Journal,19394551,NA,NA,NA,1,NA,NA
World Development,0305750X,NA,NA,NA,NA,NA,1
World Development Perspectives,24522929,NA,NA,NA,NA,NA,1
World Journal of Acupuncture - Moxibustion,10035257,NA,NA,NA,1,NA,NA
World Journal of Otorhinolaryngology-Head and Neck Surgery,20958811,NA,NA,NA,1,NA,NA
World Neurosurgery,18788750,NA,NA,NA,1,NA,NA
World Neurosurgery: X,25901397,NA,NA,NA,1,NA,NA
World Patent Information,01722190,1,NA,1,NA,1,1
World Pumps,02621762,NA,NA,NA,NA,1,NA
Wound Medicine,22139095,NA,NA,NA,1,NA,NA
"Zeitschrift für Evidenz, Fortbildung und Qualität im Gesundheitswesen",18659217,NA,NA,NA,1,NA,1
Zeitschrift für Medizinische Physik,09393889,NA,NA,NA,1,1,NA
Zoologischer Anzeiger,00445231,NA,NA,NA,NA,1,NA
Zoology,09442006,NA,NA,NA,NA,1,NA
Tetrahedron: Asymmetry,09574166,NA,NA,NA,1,1,NA
Journal of the Association of Nurses in AIDS Care,10553290,NA,NA,NA,1,NA,NA
Journal of Translational Autoimmunity,25899090,NA,NA,NA,1,NA,NA
Neurobiology of Aging Science,25899589,NA,NA,NA,1,NA,NA
The Journal of Pediatrics: X,25900420,NA,NA,NA,1,NA,NA
Molecular Data Science,25900633,NA,NA,NA,NA,1,NA
Medicine in Novel Technology and Devices,25900935,NA,NA,NA,1,NA,NA
Medicine in Microecology,25900978,NA,NA,NA,1,NA,NA
Medicine in Drug Discovery,25900986,NA,NA,NA,1,NA,NA
Medicine in Omics,25901249,NA,NA,NA,1,NA,NA
Transportation Research Interdisciplinary Perspectives,25901982,NA,NA,NA,NA,NA,1
Methods in Psychology,25902601,NA,NA,NA,NA,1,NA
Social Sciences & Humanities Open,25902911,NA,NA,NA,NA,NA,1
Open Respiratory Archives,26596636,NA,NA,NA,1,NA,NA
Nutrition: X,26659026,NA,NA,NA,1,NA,NA
Osteoarthritis and Cartilage Open,26659131,NA,NA,NA,1,NA,NA
Measurement: Sensors,26659174,NA,NA,NA,NA,1,NA
Software Impacts,26659638,NA,NA,NA,NA,1,NA
Science of Remote Sensing,26660172,NA,NA,NA,NA,1,NA
Physics Open,26660326,NA,NA,NA,NA,1,NA
Quaternary Science Advances,26660334,NA,NA,NA,NA,1,NA
Sensors�and�Actuators�Reports,26660539,NA,NA,NA,NA,1,NA
The Journal of Urology,00225347,NA,NA,NA,1,NA,NA
Methods in Enzymology,00766879,NA,NA,NA,NA,1,NA
Journal of Visual Languages & Computing,1045926X,NA,NA,NA,NA,1,NA
Comparative Biochemistry and Physiology - Part A: Molecular & Integrative Physiology,10956433,NA,NA,NA,1,NA,NA
"Computer Languages, Systems & Structures",14778424,NA,NA,NA,NA,1,NA
Comparative Biochemistry and Physiology - Part D: Genomics and Proteomics,1744117X,NA,NA,NA,1,NA,NA
International Journal of Pediatric Otorhinolaryngology Extra,18714048,NA,NA,NA,1,NA,NA
Journal of Dentistry: X,25897004,NA,NA,NA,1,NA,NA
EnergyChem,25897780,NA,NA,NA,NA,1,NA
Epilepsy & Behavior Reports,25899864,NA,NA,NA,1,NA,NA
Array,25900056,NA,NA,NA,NA,1,NA
Immuno-Oncology Technology,25900188,NA,NA,NA,1,NA,NA
Results in Materials,2590048X,NA,NA,NA,NA,1,NA
Research in Globalization,2590051X,NA,NA,NA,NA,NA,1
Clinical Parkinsonism and Related Disorders,25901125,NA,NA,NA,1,NA,NA
eTransportation,25901168,1,NA,NA,NA,NA,NA
Clinics and Research in Hepatology and Gastroenterology: X,25901443,NA,NA,NA,1,NA,NA
Diabetes & Metabolism: X,25901540,NA,NA,NA,1,NA,NA
Clinical Infection in Practice,25901702,NA,NA,NA,1,NA,NA
Applied Computing and Geosciences,25901974,NA,NA,NA,NA,1,NA
Biofilm,25902075,NA,NA,NA,NA,1,NA
Health Policy OPEN,25902296,NA,NA,NA,1,NA,NA
City and Environment Interactions,25902520,NA,NA,NA,NA,1,NA
Current Research in Immunology,25902555,NA,NA,NA,1,NA,NA
Current Research in Pharmacology and Drug Discovery,25902571,NA,NA,NA,1,NA,NA
Current Research in Biotechnology,25902628,NA,NA,NA,NA,1,NA
Current Research in Cell Biology,25902636,NA,NA,NA,NA,1,NA
"Resources, Conservation & Recycling: X",2590289X,NA,NA,NA,NA,1,NA
Forensic Science International: Reports,26659107,NA,NA,NA,1,NA,NA
Current Research in Food Science,26659271,NA,NA,NA,NA,1,NA
Current Research in Structural Biology,2665928X,NA,NA,NA,NA,1,NA
Current Research in Physiology,26659441,NA,NA,NA,1,NA,NA
Environmental and Sustainability Indicators,26659727,NA,NA,NA,NA,1,NA
Case Studies in Chemical and Environmental Engineering,26660164,NA,NA,NA,NA,1,NA
Current Research in Toxicology,2666027X,NA,NA,NA,1,NA,NA
"Arthroscopy, Sports Medicine, and Rehabilitation",2666061X,NA,NA,NA,1,NA,NA
JACC Case Reports,26660849,NA,NA,NA,1,NA,NA
Results in Geochemistry,26662779,NA,NA,NA,NA,1,NA
